date,latitude,longitude
08/03/2022,48.855169,37.779648
08/03/2022,46.963953,31.995027
08/04/2022,50.025383,36.34665
08/04/2022,50.029876,36.227608
08/04/2022,50.037959,36.231642
08/04/2022,50.035878,36.230281
08/04/2022,50.030736,36.225355
08/04/2022,50.040252,36.364455
08/04/2022,50.031827,36.224805
08/04/2022,50.031557,36.228745
08/04/2022,50.029637,36.221842
08/04/2022,50.007064,36.212867
08/04/2022,50.008864,36.212667
08/04/2022,48.394634,37.87485
08/04/2022,48.004039,37.803725
08/04/2022,50.023799,36.334595
08/04/2022,47.014691,31.997008
08/04/2022,48.63044,38.373337
08/04/2022,48.396914,37.845607
08/05/2022,48.04378,37.74585
08/05/2022,50.430012,30.023284
08/06/2022,47.514522,34.592501
08/08/2022,47.53138,33.720973
08/09/2022,47.635925,34.626562
08/09/2022,50.038743,36.219066
08/09/2022,47.951026,37.722729
08/09/2022,48.583643,38.005734
08/09/2022,48.006732,37.801011
08/10/2022,48.019373,37.881952
08/10/2022,48.069311,37.671589
08/11/2022,47.50786,34.586026
08/11/2022,49.175911,36.89313
08/11/2022,47.556836,34.39593
08/12/2022,46.776653,33.371115
08/12/2022,48.296388,38.100538
08/12/2022,49.934061,36.273131
08/13/2022,49.945075,36.327074
08/14/2022,47.500504,34.651342
